lat,lon
37.775,-122.425
37.775,-122.424659
37.775,-122.424318
37.775,-122.423977
37.775,-122.423636
37.775,-122.423295
37.775,-122.422954
37.775,-122.422613
37.775,-122.422272
37.775,-122.421931
37.775,-122.42159
37.775,-122.421249
37.775,-122.420908
37.775,-122.420567
37.775,-122.420226
37.775,-122.419885
37.775,-122.419544
37.775,-122.419203
37.775,-122.418862
37.775,-122.418521
37.775,-122.41818
37.775,-122.417839
37.775,-122.417498
37.775,-122.417157
37.775,-122.416816
37.775,-122.416475
37.775,-122.416134
37.775,-122.415793
37.775,-122.415452
37.775,-122.415111
37.775,-122.41477
37.775,-122.414429
37.775,-122.414088
37.775,-122.413747
37.775,-122.413406
37.775,-122.413065
37.775,-122.412724
37.775,-122.412383
37.775,-122.412042
37.775,-122.411701
37.775,-122.41136
37.775,-122.411019
37.775,-122.410678
37.775,-122.410337
37.775,-122.409996
37.775,-122.409655
37.775,-122.409314
37.775,-122.408973
37.775,-122.408632
37.775,-122.408291
37.775,-122.40795
37.775,-122.407609
37.775,-122.407268
37.775,-122.406927
37.775,-122.406586
37.775,-122.406245
37.775,-122.405904
37.775,-122.405563
37.775,-122.405222
37.775,-122.404881
37.775,-122.40454
37.775,-122.404199
37.775,-122.403858
37.775,-122.403517
37.775,-122.403176
37.775,-122.402835
37.775,-122.402494
37.775,-122.402153
37.775,-122.401812
37.775,-122.401471
37.775,-122.40113
37.775,-122.400789
37.775,-122.400448
37.775,-122.400107
37.775,-122.399766
37.775,-122.399425
37.775,-122.399084
37.775,-122.398743
37.775,-122.398402
37.775,-122.398061
37.775269,-122.425
37.775269,-122.424659
37.775269,-122.424318
37.775269,-122.423977
37.775269,-122.423636
37.775269,-122.423295
37.775269,-122.422954
37.775269,-122.422613
37.775269,-122.422272
37.775269,-122.421931
37.775269,-122.42159
37.775269,-122.421249
37.775269,-122.420908
37.775269,-122.420567
37.775269,-122.420226
37.775269,-122.419885
37.775269,-122.419544
37.775269,-122.419203
37.775269,-122.418862
37.775269,-122.418521
37.775269,-122.41818
37.775269,-122.417839
37.775269,-122.417498
37.775269,-122.417157
37.775269,-122.416816
37.775269,-122.416475
37.775269,-122.416134
37.775269,-122.415793
37.775269,-122.415452
37.775269,-122.415111
37.775269,-122.41477
37.775269,-122.414429
37.775269,-122.414088
37.775269,-122.413747
37.775269,-122.413406
37.775269,-122.413065
37.775269,-122.412724
37.775269,-122.412383
37.775269,-122.412042
37.775269,-122.411701
37.775269,-122.41136
37.775269,-122.411019
37.775269,-122.410678
37.775269,-122.410337
37.775269,-122.409996
37.775269,-122.409655
37.775269,-122.409314
37.775269,-122.408973
37.775269,-122.408632
37.775269,-122.408291
37.775269,-122.40795
37.775269,-122.407609
37.775269,-122.407268
37.775269,-122.406927
37.775269,-122.406586
37.775269,-122.406245
37.775269,-122.405904
37.775269,-122.405563
37.775269,-122.405222
37.775269,-122.404881
37.775269,-122.40454
37.775269,-122.404199
37.775269,-122.403858
37.775269,-122.403517
37.775269,-122.403176
37.775269,-122.402835
37.775269,-122.402494
37.775269,-122.402153
37.775269,-122.401812
37.775269,-122.401471
37.775269,-122.40113
37.775269,-122.400789
37.775269,-122.400448
37.775269,-122.400107
37.775269,-122.399766
37.775269,-122.399425
