lat,lon
37.833204,-122.5155
37.833204,-122.511863
37.833204,-122.508227
37.833204,-122.50459
37.833204,-122.500954
37.833204,-122.497317
37.833204,-122.493681
37.833204,-122.490044
37.833204,-122.486407
37.833204,-122.482771
37.833204,-122.479134
37.833204,-122.475498
37.833204,-122.471861
37.833204,-122.468225
37.833204,-122.464588
37.833204,-122.460952
37.833204,-122.457315
37.833204,-122.453678
37.833204,-122.450042
37.833204,-122.446405
37.833204,-122.442769
37.833204,-122.439132
37.833204,-122.435496
37.833204,-122.431859
37.833204,-122.428222
37.833204,-122.424586
37.833204,-122.420949
37.833204,-122.417313
37.833204,-122.413676
37.833204,-122.41004
37.833204,-122.406403
37.833204,-122.402766
37.833204,-122.39913
37.833204,-122.395493
37.833204,-122.391857
37.833204,-122.38822
37.833204,-122.384584
37.833204,-122.380947
37.833204,-122.377311
37.833204,-122.373674
37.833204,-122.370037
37.833204,-122.366401
37.833204,-122.362764
37.833204,-122.359128
37.833204,-122.355491
37.832845,-122.5155
37.832845,-122.511863
37.832845,-122.508227
37.832845,-122.50459
37.832845,-122.500954
37.832845,-122.497317
37.832845,-122.493681
37.832845,-122.490044
37.832845,-122.486407
37.832845,-122.482771
37.832845,-122.479134
37.832845,-122.475498
37.832845,-122.471861
37.832845,-122.468225
37.832845,-122.464588
37.832845,-122.460952
37.832845,-122.457315
37.832845,-122.453678
37.832845,-122.450042
37.832845,-122.446405
37.832845,-122.442769
37.832845,-122.439132
37.832845,-122.435496
37.832845,-122.431859
37.832845,-122.428222
37.832845,-122.424586
37.832845,-122.420949
37.832845,-122.417313
37.832845,-122.413676
37.832845,-122.41004
37.832845,-122.406403
37.832845,-122.402766
37.832845,-122.39913
37.832845,-122.395493
37.832845,-122.391857
37.832845,-122.38822
37.832845,-122.384584
37.832845,-122.380947
37.832845,-122.377311
37.832845,-122.373674
37.832845,-122.370037
37.832845,-122.366401
37.832845,-122.362764
37.832845,-122.359128
37.832845,-122.355491
37.832486,-122.5155
37.832486,-122.511863
37.832486,-122.508227
37.832486,-122.50459
37.832486,-122.500954
37.832486,-122.497317
37.832486,-122.493681
37.832486,-122.490044
37.832486,-122.486407
37.832486,-122.482771
37.832486,-122.479134
37.832486,-122.475498
37.832486,-122.471861
37.832486,-122.468225
37.832486,-122.464588
37.832486,-122.460952
37.832486,-122.457315
37.832486,-122.453678
37.832486,-122.450042
37.832486,-122.446405
37.832486,-122.442769
37.832486,-122.439132
37.832486,-122.435496
37.832486,-122.431859
37.832486,-122.428222
37.832486,-122.424586
37.832486,-122.420949
37.832486,-122.417313
37.832486,-122.413676
37.832486,-122.41004
37.832486,-122.406403
37.832486,-122.402766
37.832486,-122.39913
37.832486,-122.395493
37.832486,-122.391857
37.832486,-122.38822
37.832486,-122.384584
37.832486,-122.380947
37.832486,-122.377311
37.832486,-122.373674
37.832486,-122.370037
37.832486,-122.366401
37.832486,-122.362764
37.832486,-122.359128
37.832486,-122.355491
37.832126,-122.5155
37.832126,-122.511863
37.832126,-122.508227
37.832126,-122.50459
37.832126,-122.500954
37.832126,-122.497317
37.832126,-122.493681
37.832126,-122.490044
37.832126,-122.486407
37.832126,-122.482771
37.832126,-122.479134
37.832126,-122.475498
37.832126,-122.471861
37.832126,-122.468225
37.832126,-122.464588
37.832126,-122.460952
37.832126,-122.457315
37.832126,-122.453678
37.832126,-122.450042
37.832126,-122.446405
37.832126,-122.442769
37.832126,-122.439132
37.832126,-122.435496
37.832126,-122.431859
37.832126,-122.428222
37.832126,-122.424586
37.832126,-122.420949
37.832126,-122.417313
37.832126,-122.413676
37.832126,-122.41004
37.832126,-122.406403
37.832126,-122.402766
37.832126,-122.39913
37.832126,-122.395493
37.832126,-122.391857
37.832126,-122.38822
37.832126,-122.384584
37.832126,-122.380947
37.832126,-122.377311
37.832126,-122.373674
37.832126,-122.370037
37.832126,-122.366401
37.832126,-122.362764
37.832126,-122.359128
37.832126,-122.355491
37.831767,-122.5155
37.831767,-122.511863
37.831767,-122.508227
37.831767,-122.50459
37.831767,-122.500954
37.831767,-122.497317
37.831767,-122.493681
37.831767,-122.490044
37.831767,-122.486407
37.831767,-122.482771
37.831767,-122.479134
37.831767,-122.475498
37.831767,-122.471861
37.831767,-122.468225
37.831767,-122.464588
37.831767,-122.460952
37.831767,-122.457315
37.831767,-122.453678
37.831767,-122.450042
37.831767,-122.446405
37.831767,-122.442769
37.831767,-122.439132
37.831767,-122.435496
37.831767,-122.431859
37.831767,-122.428222
37.831767,-122.424586
37.831767,-122.420949
37.831767,-122.417313
37.831767,-122.413676
37.831767,-122.41004
37.831767,-122.406403
37.831767,-122.402766
37.831767,-122.39913
37.831767,-122.395493
37.831767,-122.391857
37.831767,-122.38822
37.831767,-122.384584
37.831767,-122.380947
37.831767,-122.377311
37.831767,-122.373674
37.831767,-122.370037
37.831767,-122.366401
37.831767,-122.362764
37.831767,-122.359128
37.831767,-122.355491
37.831408,-122.5155
37.831408,-122.511863
37.831408,-122.508227
37.831408,-122.50459
37.831408,-122.500954
37.831408,-122.497317
37.831408,-122.493681
37.831408,-122.490044
37.831408,-122.486407
37.831408,-122.482771
37.831408,-122.479134
37.831408,-122.475498
37.831408,-122.471861
37.831408,-122.468225
37.831408,-122.464588
37.831408,-122.460952
37.831408,-122.457315
37.831408,-122.453678
37.831408,-122.450042
37.831408,-122.446405
37.831408,-122.442769
37.831408,-122.439132
37.831408,-122.435496
37.831408,-122.431859
37.831408,-122.428222
37.831408,-122.424586
37.831408,-122.420949
37.831408,-122.417313
37.831408,-122.413676
37.831408,-122.41004
37.831408,-122.406403
37.831408,-122.402766
37.831408,-122.39913
37.831408,-122.395493
37.831408,-122.391857
37.831408,-122.38822
37.831408,-122.384584
37.831408,-122.380947
37.831408,-122.377311
37.831408,-122.373674
37.831408,-122.370037
37.831408,-122.366401
37.831408,-122.362764
37.831408,-122.359128
37.831408,-122.355491
37.831048,-122.5155
37.831048,-122.511863
37.831048,-122.508227
37.831048,-122.50459
37.831048,-122.500954
37.831048,-122.497317
37.831048,-122.493681
37.831048,-122.490044
37.831048,-122.486407
37.831048,-122.482771
37.831048,-122.479134
37.831048,-122.475498
37.831048,-122.471861
37.831048,-122.468225
37.831048,-122.464588
37.831048,-122.460952
37.831048,-122.457315
37.831048,-122.453678
37.831048,-122.450042
37.831048,-122.446405
37.831048,-122.442769
37.831048,-122.439132
37.831048,-122.435496
37.831048,-122.431859
37.831048,-122.428222
37.831048,-122.424586
37.831048,-122.420949
37.831048,-122.417313
37.831048,-122.413676
37.831048,-122.41004
37.831048,-122.406403
37.831048,-122.402766
37.831048,-122.39913
37.831048,-122.395493
37.831048,-122.391857
37.831048,-122.38822
37.831048,-122.384584
37.831048,-122.380947
37.831048,-122.377311
37.831048,-122.373674
37.831048,-122.370037
37.831048,-122.366401
37.831048,-122.362764
37.831048,-122.359128
37.831048,-122.355491
37.830689,-122.5155
37.830689,-122.511863
37.830689,-122.508227
37.830689,-122.50459
37.830689,-122.500954
37.830689,-122.497317
37.830689,-122.493681
37.830689,-122.490044
37.830689,-122.486407
37.830689,-122.482771
37.830689,-122.479134
37.830689,-122.475498
37.830689,-122.471861
37.830689,-122.468225
37.830689,-122.464588
37.830689,-122.460952
37.830689,-122.457315
37.830689,-122.453678
37.830689,-122.450042
37.830689,-122.446405
37.830689,-122.442769
37.830689,-122.439132
37.830689,-122.435496
37.830689,-122.431859
37.830689,-122.428222
37.830689,-122.424586
37.830689,-122.420949
37.830689,-122.417313
37.830689,-122.413676
37.830689,-122.41004
37.830689,-122.406403
37.830689,-122.402766
37.830689,-122.39913
37.830689,-122.395493
37.830689,-122.391857
37.830689,-122.38822
37.830689,-122.384584
37.830689,-122.380947
37.830689,-122.377311
37.830689,-122.373674
37.830689,-122.370037
37.830689,-122.366401
37.830689,-122.362764
37.830689,-122.359128
37.830689,-122.355491
37.83033,-122.5155
37.83033,-122.511863
37.83033,-122.508227
37.83033,-122.50459
37.83033,-122.500954
37.83033,-122.497317
37.83033,-122.493681
37.83033,-122.490044
37.83033,-122.486407
37.83033,-122.482771
37.83033,-122.479134
37.83033,-122.475498
37.83033,-122.471861
37.83033,-122.468225
37.83033,-122.464588
37.83033,-122.460952
37.83033,-122.457315
37.83033,-122.453678
37.83033,-122.450042
37.83033,-122.446405
37.83033,-122.442769
37.83033,-122.439132
37.83033,-122.435496
37.83033,-122.431859
37.83033,-122.428222
37.83033,-122.424586
37.83033,-122.420949
37.83033,-122.417313
37.83033,-122.413676
37.83033,-122.41004
37.83033,-122.406403
37.83033,-122.402766
37.83033,-122.39913
37.83033,-122.395493
37.83033,-122.391857
37.83033,-122.38822
37.83033,-122.384584
37.83033,-122.380947
